"Timestamp","1. Gender 性別","2. Age 年齡","3. Are you a local or non-local student? 您是本地生還是非本地生？","4. Nationality 國籍","5. University 大學","6. Are you an undergraduate or postgraduate student? 您是本科生還是研究生？","7. Year of Study 修學年","1. How often do you have a drink containing alcohol? 您飲用含有酒精飲料的頻率為？","2. When drinking, how many ""standard drinks"" containing alcohol do you typically consume (in one occasion)? 您一次通常飲用多少杯含酒精的「標準杯」？","3. How often do you have six or more ""standard drinks"" on one occasion? (Use previous question as reference for servings) 您一次飲用「標準杯」六杯以上的頻率為？（請以上一題的說明作為參考）","4. What kind of alcoholic beverage do you typically consume? 您通常飲用何種酒精飲料？","5. On what occasion do you usually consume alcohol beverage? 您通常在什麼場合飲用酒精飲料？","6. Based on the text below, what is your favorite cuisine? (Please read the description) 根據下列選項，您最喜歡的食物是？（請閱讀說明）","7. On average, how often do you drink alcoholic beverages before examinations or other important academic events? 平均來說，您在考試或重要學術活動之前飲用酒精飲料的頻率為？","1. Cumulative GPA (out of 4.00) 累計成績平均積點","2. Have you joined any student clubs / organisations / student union throughout your university years? 您在大學期間有無參加任何學生社團、組織或學生會？","3. Have you served as an Executive Committee for a student club / organisation / student union throughout your university years? 您在大學期間有無擔任過學生社團、組織或學生會的執行委員？","4. If any, how many academic achievements have you attained throughout your university years? 您在大學期間總共取得過多少個學術成就？","5. If any, how many professional examinations have you passed throughout your university years? 您在大學期間通過多少個專業考試？",""
"2021/09/18 3:50:45 PM GMT+8","Female 女性","20","Non-local student 非本地生","Indonesia","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","2-4 times a month 每月二至四次","2","Never 從來不會","Soju 燒酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Networking or career-related events 社交或工作相關的場合;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","3.5","Yes 有","No 沒有","2 ","0",""
"2021/09/18 4:17:00 PM GMT+8","Female 女性","20","Local student 本地生","China","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","Monthly or less 少於每月","1","Never 從來不會","Beer 啤酒","I don't consume alcoholic beverage 我不飲用含酒精的飲料;Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","3.73","Yes 有","No 沒有","5","0",""
"2021/09/18 4:19:29 PM GMT+8","Male 男性","23","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Monthly or less 少於每月","3","Never 從來不會","Beer 啤酒","Networking or career-related events 社交或工作相關的場合","Italian 義式","Never (0%) 從來不會","2.9","No 沒有","No 沒有","0","0",""
"2021/09/18 5:22:19 PM GMT+8","Male 男性","20","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","2-3 times a week 每週二至三次","3","Less than once per month 少於每月","wine","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Networking or career-related events 社交或工作相關的場合;Family gatherings 家庭聚會;Drinking alone 單獨飲酒","Italian 義式","Sometimes (40%) 有時","3.2","No 沒有","No 沒有","0","0",""
"2021/09/18 5:41:32 PM GMT+8","Prefer not to say 不方便透露","18","Non-local student 非本地生","Sri Lanka","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","I don't consume alcoholic beverage 我不飲用含酒精的飲料","Indian 印度","Never (0%) 從來不會","3.00","Yes 有","No 沒有","0","0",""
"2021/09/18 5:55:42 PM GMT+8","Female 女性","19","Non-local student 非本地生","Kazakhstan","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","I don't consume alcoholic beverage 我不飲用含酒精的飲料","Italian 義式","Never (0%) 從來不會","3.5","No 沒有","No 沒有","0","0",""
"2021/09/18 6:08:12 PM GMT+8","Female 女性","19","Non-local student 非本地生","Russia","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","2-4 times a month 每月二至四次","1","Never 從來不會","Cider ","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Networking or career-related events 社交或工作相關的場合;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","3.475","Yes 有","Yes 有","4","0",""
"2021/09/18 11:08:09 PM GMT+8","Male 男性","21","Non-local student 非本地生","Indonesia","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","2-3 times a week 每週二至三次","4","Less than once per month 少於每月","Soju 燒酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）;Drinking alone 單獨飲酒","Italian 義式","Never (0%) 從來不會","3.7","Yes 有","Yes 有","4","0",""
"2021/09/28 11:48:54 PM GMT+8","Female 女性","20","Non-local student 非本地生","China","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","Monthly or less 少於每月","2","Never 從來不會","Beer 啤酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Networking or career-related events 社交或工作相關的場合;Family gatherings 家庭聚會;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Occasionally (20%) 偶爾","3.6","Yes 有","No 沒有","5","0",""
"2021/09/29 12:02:54 AM GMT+8","Male 男性","21","Non-local student 非本地生","India","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","3","Never 從來不會","Whiskey 威士忌","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Occasionally (20%) 偶爾","3.75","Yes 有","Yes 有","4","0",""
"2021/09/29 12:21:00 AM GMT+8","Female 女性","22","Non-local student 非本地生","China","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","1","Never 從來不會","cocktails but no particular preference for the base","Family gatherings 家庭聚會;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","3.62","Yes 有","No 沒有","2","0",""
"2021/09/29 9:25:28 AM GMT+8","Female 女性","20","Non-local student 非本地生","Malaysia","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","Monthly or less 少於每月","10","Less than once per month 少於每月","Beer 啤酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Networking or career-related events 社交或工作相關的場合;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","3.4","Yes 有","Yes 有","3","0",""
"2021/09/29 10:06:46 AM GMT+8","Female 女性","19","Non-local student 非本地生","China","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","I don't consume alcoholic beverage 我不飲用含酒精的飲料","Chinese 中式","Never (0%) 從來不會","3.763","No 沒有","No 沒有","0","0",""
"2021/09/29 10:09:19 AM GMT+8","Male 男性","21","Non-local student 非本地生","India","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","2-3 times a week 每週二至三次","8","Monthly 每月","Whiskey 威士忌","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）;Drinking alone 單獨飲酒","Indian 印度","Never (0%) 從來不會","3.5","Yes 有","Yes 有","4","1",""
"2021/09/29 10:20:00 AM GMT+8","Male 男性","21","Non-local student 非本地生","China","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","I don't consume alcoholic beverage 我不飲用含酒精的飲料","Italian 義式","Never (0%) 從來不會","3.839","No 沒有","No 沒有","6","0",""
"2021/09/29 10:26:16 AM GMT+8","Male 男性","21","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","2-3 times a week 每週二至三次","5","Weekly 每週","Beer 啤酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Chinese 中式","Sometimes (40%) 有時","2.9","Yes 有","No 沒有","4","0",""
"2021/09/29 10:29:14 AM GMT+8","Female 女性","21","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","I don't consume alcoholic beverage 我不飲用含酒精的飲料","Japanese 日式","Never (0%) 從來不會","3.443","No 沒有","No 沒有","1","1",""
"2021/09/29 10:31:32 AM GMT+8","Prefer not to say 不方便透露","24","Local student 本地生","China","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","1.5","Less than once per month 少於每月","Soju 燒酒","Networking or career-related events 社交或工作相關的場合;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","3.3","No 沒有","No 沒有","0","0",""
"2021/09/29 10:42:19 AM GMT+8","Male 男性","20","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","2-4 times a month 每月二至四次","2","Less than once per month 少於每月","Beer 啤酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Chinese 中式","Never (0%) 從來不會","3.071","Yes 有","No 沒有","0","0",""
"2021/09/29 11:00:22 AM GMT+8","Female 女性","20","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Monthly or less 少於每月","1","Never 從來不會","Soju 燒酒","Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","3.34","No 沒有","Yes 有","0","0",""
"2021/09/29 11:08:41 AM GMT+8","Female 女性","22","Local student 本地生","China","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","I don't consume alcoholic beverage 我不飲用含酒精的飲料","Italian 義式","Never (0%) 從來不會","3.1","Yes 有","No 沒有","0","0",""
"2021/09/29 11:08:51 AM GMT+8","Male 男性","22","Non-local student 非本地生","India","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","3","Never 從來不會","Beer 啤酒","Nothing specific","Indian 印度","Never (0%) 從來不會","3.2","No 沒有","No 沒有","4","0",""
"2021/09/29 12:11:28 PM GMT+8","Female 女性","20","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","Monthly or less 少於每月","1","Never 從來不會","Beer 啤酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）;Drinking alone 單獨飲酒","Japanese 日式","Occasionally (20%) 偶爾","3.5","Yes 有","Yes 有","0","0",""
"2021/09/29 12:59:35 PM GMT+8","Male 男性","22","Non-local student 非本地生","Kazakhstan","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","1.5","Never 從來不會","Vodka 伏特加","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）","Italian 義式","Occasionally (20%) 偶爾","3","Yes 有","Yes 有","1","6",""
"2021/09/29 1:00:41 PM GMT+8","Male 男性","19","Local student 本地生","China","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","2-4 times a month 每月二至四次","2","Never 從來不會","Beer 啤酒","Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Japanese 日式","Never (0%) 從來不會","3.659","Yes 有","No 沒有","1","0",""
"2021/09/29 4:57:01 PM GMT+8","Male 男性","22","Local student 本地生","India","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","12","Less than once per month 少於每月","Spirits 烈酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Japanese 日式","Never (0%) 從來不會","3.78","Yes 有","No 沒有","4","0",""
"2021/09/29 5:03:43 PM GMT+8","Male 男性","21","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","2-4 times a month 每月二至四次","1","Less than once per month 少於每月","Beer 啤酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","2.9","Yes 有","No 沒有","1","0",""
"2021/09/29 10:37:46 PM GMT+8","Female 女性","22","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","0.03","Never 從來不會","Cocktail ","I don't consume alcoholic beverage 我不飲用含酒精的飲料;Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）","Italian 義式","Never (0%) 從來不會","3.4","Yes 有","Yes 有","2","0",""
"2021/09/30 7:29:42 AM GMT+8","Female 女性","21","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Monthly or less 少於每月","1","Less than once per month 少於每月","Whiskey 威士忌","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）","Italian 義式","Never (0%) 從來不會","3.2","No 沒有","No 沒有","0","0",""
"2021/10/01 4:12:53 PM GMT+8","Female 女性","21","Non-local student 非本地生","Taiwan","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","1","Never 從來不會","Beer 啤酒","Drinking alone 單獨飲酒","Italian 義式","Never (0%) 從來不會","3.45","No 沒有","No 沒有","0","0",""
"2021/10/02 5:16:04 PM GMT+8","Female 女性","19","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Monthly or less 少於每月","1","Never 從來不會","水果酒","Family gatherings 家庭聚會","Italian 義式","Never (0%) 從來不會","3.4","No 沒有","No 沒有","0","0",""
"2021/10/02 5:34:37 PM GMT+8","Female 女性","20","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","I don't consume alcoholic beverage 我不飲用含酒精的飲料","Italian 義式","Never (0%) 從來不會","3.6","No 沒有","No 沒有","3","0",""
"2021/10/02 6:59:51 PM GMT+8","Male 男性","21","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","2-4 times a month 每月二至四次","9","Never 從來不會","Whiskey 威士忌","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Networking or career-related events 社交或工作相關的場合","Japanese 日式","Sometimes (40%) 有時","3.19","No 沒有","No 沒有","0","1",""
"2021/10/02 7:57:08 PM GMT+8","Female 女性","20","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","I don't consume alcoholic beverage 我不飲用含酒精的飲料","Italian 義式","Never (0%) 從來不會","3.4","No 沒有","No 沒有","3","0",""
"2021/10/03 1:28:53 AM GMT+8","Male 男性","20","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Monthly or less 少於每月","1","Never 從來不會","Beer 啤酒","Family gatherings 家庭聚會;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Indian 印度","Never (0%) 從來不會","3.017","No 沒有","No 沒有","0","0",""
"2021/10/03 3:33:47 PM GMT+8","Male 男性","20","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","I don't consume alcoholic beverage 我不飲用含酒精的飲料;Drinking alone 單獨飲酒","Japanese 日式","Never (0%) 從來不會","3.75","Yes 有","No 沒有","1","2",""
"2021/10/03 8:42:13 PM GMT+8","Male 男性","20","Non-local student 非本地生","Indonesia","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","2-4 times a month 每月二至四次","8","Weekly 每週","Soju 燒酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）;Drinking alone 單獨飲酒","Italian 義式","Never (0%) 從來不會","3.4","Yes 有","No 沒有","1","1",""
"2021/10/15 4:53:19 PM GMT+8","Male 男性","20","Non-local student 非本地生","Indonesia","City University of Hong Kong (CityU) 香港城市大學","Undergraduate student 本科生","3","Monthly or less 少於每月","6","Monthly 每月","Vodka 伏特加","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","3.55","Yes 有","Yes 有","3","0",""
"2021/10/15 5:03:00 PM GMT+8","Male 男性","21","Non-local student 非本地生","Indonesia","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","2","Less than once per month 少於每月","Soju 燒酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Networking or career-related events 社交或工作相關的場合;Family gatherings 家庭聚會;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","3.65","Yes 有","Yes 有","7","0",""
"2021/10/15 5:05:14 PM GMT+8","Male 男性","20","Non-local student 非本地生","Indonesia","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","3","Monthly or less 少於每月","20","Monthly 每月","Soju 燒酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Networking or career-related events 社交或工作相關的場合;Family gatherings 家庭聚會;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Japanese 日式","Never (0%) 從來不會","3.59","Yes 有","Yes 有","2","0",""
"2021/10/15 7:36:16 PM GMT+8","Female 女性","20","Non-local student 非本地生","Indonesia","The Hong Kong University of Science and Technology (HKUST) 香港科技大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","2","Never 從來不會","Beer 啤酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Family gatherings 家庭聚會;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Never (0%) 從來不會","3.9","Yes 有","Yes 有","8","0",""
"2021/10/15 9:52:11 PM GMT+8","Female 女性","20","Non-local student 非本地生","Indonesia","The Hong Kong University of Science and Technology (HKUST) 香港科技大學","Undergraduate student 本科生","4 or above 四年級以上","2-4 times a month 每月二至四次","3","Monthly 每月","Soju 燒酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Networking or career-related events 社交或工作相關的場合;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Japanese 日式","Occasionally (20%) 偶爾","3","Yes 有","Yes 有","0","0",""
"2021/10/15 10:26:34 PM GMT+8","Male 男性","20","Non-local student 非本地生","Malaysia","The University of Hong Kong (HKU) 香港大學","Undergraduate student 本科生","3","2-3 times a week 每週二至三次","3","Less than once per month 少於每月","Beer 啤酒","Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Japanese 日式","Often (60%) 經常","3.2","No 沒有","No 沒有","0","2",""
"2021/10/15 10:38:20 PM GMT+8","Male 男性","21","Non-local student 非本地生","Indonesia","The Hong Kong University of Science and Technology (HKUST) 香港科技大學","Undergraduate student 本科生","4 or above 四年級以上","2-4 times a month 每月二至四次","1","Less than once per month 少於每月","Soju 燒酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）","Italian 義式","Never (0%) 從來不會","3","Yes 有","Yes 有","1","0",""
"2021/10/16 4:00:15 PM GMT+8","Male 男性","21","Non-local student 非本地生","Malaysia","The Hong Kong University of Science and Technology (HKUST) 香港科技大學","Undergraduate student 本科生","4 or above 四年級以上","2-4 times a month 每月二至四次","0.5","Never 從來不會","Soju 燒酒","at home with gf","Italian 義式","Never (0%) 從來不會","3.4","Yes 有","Yes 有","1","0",""
"2021/10/16 9:19:40 PM GMT+8","Female 女性","20","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","2-4 times a month 每月二至四次","6","Monthly 每月","Spirits 烈酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Japanese 日式","Occasionally (20%) 偶爾","3.1","No 沒有","No 沒有","0","0",""
"2021/10/16 9:37:10 PM GMT+8","Male 男性","22","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","2-4 times a month 每月二至四次","6","Monthly 每月","Beer 啤酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Italian 義式","Occasionally (20%) 偶爾","2.7","Yes 有","Yes 有","0","0",""
"2021/10/16 9:41:05 PM GMT+8","Female 女性","21","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","2","Less than once per month 少於每月","Beer 啤酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Networking or career-related events 社交或工作相關的場合;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Japanese 日式","Occasionally (20%) 偶爾","3.0","No 沒有","No 沒有","0","0",""
"2021/10/16 9:43:00 PM GMT+8","Female 女性","21","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","2","Never 從來不飲用","1","Less than once per month 少於每月","Beer 啤酒","I don't consume alcoholic beverage 我不飲用含酒精的飲料;Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）","Italian 義式","Never (0%) 從來不會","3.3","No 沒有","No 沒有","0","0",""
"2021/10/17 12:27:45 AM GMT+8","Female 女性","21","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","5","Less than once per month 少於每月","Soju 燒酒","Special events (birthdays, graduation, etc.) 特殊場合 （生日、畢業等等）;Family gatherings 家庭聚會;Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）","Japanese 日式","Occasionally (20%) 偶爾","3.0","No 沒有","No 沒有","0","0",""
"2021/10/23 3:41:14 PM GMT+8","Male 男性","21","Non-local student 非本地生","Thailand","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","I don't consume alcoholic beverage 我不飲用含酒精的飲料","Japanese 日式","Never (0%) 從來不會","3.2","No 沒有","No 沒有","0","0",""
"2021/10/24 6:02:42 AM GMT+8","Female 女性","26","Local student 本地生","Hong Kong","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Never 從來不飲用","0","Never 從來不會","I don't consume alcoholic beverage 我不飲用含酒精的飲料","Networking or career-related events 社交或工作相關的場合","Italian 義式","Never (0%) 從來不會","3","No 沒有","No 沒有","0","0",""
"2021/10/30 3:24:31 PM GMT+8","Female 女性","21","Non-local student 非本地生","Korea, South","The Chinese University of Hong Kong (CUHK) 香港中文大學","Undergraduate student 本科生","4 or above 四年級以上","Monthly or less 少於每月","5","Never 從來不會","Beer 啤酒","Socialising with friends (dorm/student club events, night out with friends, etc.) 朋友聚會 （宿舍或學生社團活動、夜生活等等）;Drinking alone 單獨飲酒","Italian 義式","Never (0%) 從來不會","3","Yes 有","Yes 有","0","0",""
